Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.6,22.9,28.6,22.9 - 28.6,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.8,23.0,28.7,23.0 - 28.7,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.9,19.2,26.9,19.2 - 26.9,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.4,25.9,30.9,25.9 - 30.9,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.9,22.2,27.7,22.2 - 27.7,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.9,19.2,24.8,19.2 - 24.8,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.4,21.3,29.9,21.3 - 29.9,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.2,22.0,32.9,22.0 - 32.9,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.8,21.1,26.7,21.1 - 26.7,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.3,23.1,29.8,23.1 - 29.8,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.6,22.9,32.6,22.9 - 32.6,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.5,21.4,29.8,21.4 - 29.8,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.5,21.7,27.5,21.7 - 27.5,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.4,23.8,29.2,23.8 - 29.2,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.9,16.9,23.1,16.9 - 23.1,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.5,18.9,24.4,18.9 - 24.4,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.5,23.9,31.5,23.9 - 31.5,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.0,23.7,32.6,23.7 - 32.6,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.5,23.1,32.3,23.1 - 32.3,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.2,23.9,30.7,23.9 - 30.7,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.6,20.1,25.2,20.1 - 25.2,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.4,21.2,27.9,21.2 - 27.9,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.5,20.1,25.0,20.1 - 25.0,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.1,21.3,29.2,21.3 - 29.2,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.2,18.3,24.3,18.3 - 24.3,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.0,17.7,24.6,17.7 - 24.6,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.1,18.3,24.0,18.3 - 24.0,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.4,21.7,27.2,21.7 - 27.2,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.2,22.4,28.2,22.4 - 28.2,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.3,21.2,27.7,21.2 - 27.7,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.2,24.4,32.3,24.4 - 32.3,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.0,22.1,28.0,22.1 - 28.0,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.7,19.3,26.3,19.3 - 26.3,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.4,15.4,23.9,15.4 - 23.9,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.5,19.4,25.8,19.4 - 25.8,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.8,20.6,27.3,20.6 - 27.3,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.9,24.7,31.2,24.7 - 31.2,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.1,20.4,26.0,20.4 - 26.0,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,25.2,21.2,29.6,21.2 - 29.6,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,23.5,20.1,27.2,20.1 - 27.2,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,17.6,14.6,20.8,14.6 - 20.8,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,22.6,19.7,25.7,19.7 - 25.7,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.8,22.2,27.4,22.2 - 27.4,24.5-25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.9,17.7,22.3,17.7 - 22.3,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,19.8,16.5,23.4,16.5 - 23.4,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,24.4,22.0,27.0,22.0 - 27.0,22.0-24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,26.4,24.3,28.6,24.3 - 28.6,25.9-28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.8,17.9,26.1,17.9 - 26.1,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,20.3,17.9,22.9,17.9 - 22.9,17.6-21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,21.5,17.7,25.8,17.7 - 25.8,17.6-21.9
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,37.7,36.9,38.5,36.9 - 38.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.8,35.1,38.6,35.1 - 38.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.8,39.2,42.4,39.2 - 42.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.9,39.4,42.4,39.4 - 42.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.4,38.1,40.8,38.1 - 40.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.0,34.5,37.5,34.5 - 37.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.7,28.8,32.6,28.8 - 32.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.9,23.3,33.0,23.3 - 33.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,Male,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.2,33.1,35.4,33.1 - 35.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,Female,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.9,39.9,41.8,39.9 - 41.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.9,38.5,43.4,38.5 - 43.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.2,35.4,37.1,35.4 - 37.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.3,36.3,40.4,36.3 - 40.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.7,36.5,41.0,36.5 - 41.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,45.9,42.6,49.3,42.6 - 49.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.6,32.6,40.7,32.6 - 40.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.2,31.5,35.0,31.5 - 35.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.3,39.3,41.3,39.3 - 41.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.5,39.0,40.0,39.0 - 40.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.1,32.3,40.0,32.3 - 40.0,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.0,33.3,38.7,33.3 - 38.7,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.5,36.2,42.8,36.2 - 42.8,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.9,27.8,36.2,27.8 - 36.2,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,44.1,41.4,46.9,41.4 - 46.9,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,37.9,34.9,40.9,34.9 - 40.9,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.3,33.3,39.5,33.3 - 39.5,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.6,34.2,45.1,34.2 - 45.1,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,47.4,40.9,53.9,40.9 - 53.9,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,35.7,32.6,39.0,32.6 - 39.0,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,37.7,34.3,41.3,34.3 - 41.3,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.7,34.5,45.1,34.5 - 45.1,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,35.9,31.6,40.4,31.6 - 40.4,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.3,32.9,39.9,32.9 - 39.9,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,37.4,34.7,40.2,34.7 - 40.2,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.3,27.9,34.8,27.9 - 34.8,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.7,28.3,35.2,28.3 - 35.2,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.6,35.0,42.2,35.0 - 42.2,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.7,34.1,43.6,34.1 - 43.6,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.1,33.3,45.0,33.3 - 45.0,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.8,37.5,44.2,37.5 - 44.2,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.7,36.4,43.1,36.4 - 43.1,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,37.8,34.4,41.4,34.4 - 41.4,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.5,31.7,37.3,31.7 - 37.3,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.6,32.4,41.0,32.4 - 41.0,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.3,30.6,38.1,30.6 - 38.1,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.5,29.2,38.0,29.2 - 38.0,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.8,28.5,35.2,28.5 - 35.2,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,35.8,32.4,39.3,32.4 - 39.3,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.0,36.9,43.1,36.9 - 43.1,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.4,34.8,42.2,34.8 - 42.2,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.2,36.1,44.5,36.1 - 44.5,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.3,36.1,42.7,36.1 - 42.7,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.6,30.4,36.9,30.4 - 36.9,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,28.2,23.9,32.7,23.9 - 32.7,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.4,29.8,39.3,29.8 - 39.3,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.9,29.0,36.9,29.0 - 36.9,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,43.3,40.4,46.1,40.4 - 46.1,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.2,33.3,39.1,33.3 - 39.1,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,41.4,36.8,46.2,36.8 - 46.2,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.0,31.9,40.4,31.9 - 40.4,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.2,23.7,31.0,23.7 - 31.0,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.8,29.8,35.9,29.8 - 35.9,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,37.5,34.4,40.6,34.4 - 40.6,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,31.6,28.6,34.7,28.6 - 34.7,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.7,29.6,38.1,29.6 - 38.1,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.7,36.6,42.8,36.6 - 42.8,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.3,37.9,42.6,37.9 - 42.6,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.2,31.6,41.0,31.6 - 41.0,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,32.5,29.4,35.8,29.4 - 35.8,27.2-33.6
